id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,Has_extended_profile,name,bot
2819231208,2819231208,fantasticvocab,,b'Generating new words with new meanings out of the atoms of English. A bot by @atduskgreg. Contribute here: https://t.co/9fOfSiDbkz',https://t.co/9fOfSiDbkz,376,2,28,Fri Sep 19 04:58:32 +0000 2014,1,FALSE,2333,en,"{'created_at': 'Sat Mar 11 22:00:20 +0000 2017', 'id': 840683837608869890, 'id_str': '840683837608869890', 'text': b'Aphenitive, adj. having the quality of movement to make visible', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://github.com/atduskgreg/BotScheduler"" rel=""nofollow"">BotScheduler</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Fantastic Vocab',1
2794753213,2794753213,fantasy_florist,An Imaginary Nursery,b'all about fantastic flowers! by @spinnylights and @katierosepipkin.',https://t.co/ex1de7WPwA,379,12,38,Sat Sep 06 20:50:29 +0000 2014,0,FALSE,22352,en,"{'created_at': 'Sun Mar 12 01:14:02 +0000 2017', 'id': 840732583512166404, 'id_str': '840732583512166404', 'text': b'Lebanese Pincushion: Flowers are white-to-grey. Fruit a butterball.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://github.com/zaaanderson/fantasy_florist"" rel=""nofollow"">fantasy_florist</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Fantasy Florist',1
2597918096,2597918096,feelings_js,,b'a little bot that feels many odd things every day / made by @katierosepipkin',None,3298,1002,147,Tue Jul 01 12:29:17 +0000 2014,16,FALSE,11276,en,"{'created_at': 'Sun Mar 12 01:12:02 +0000 2017', 'id': 840732079679774720, 'id_str': '840732079679774720', 'text': b'so, i feel kind of like a sagging methodology', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://twitter.com/todayifeel__"" rel=""nofollow"">todayifeellike</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'\xe2\x9c\xa7 \xe2\x9e\xb3 feelings.js \xe2\x9c\xa7',1
2566358196,2566358196,godtributes,AAARRGH,b'Bot that posts tributes befitting each god! By @deathmtn. Banner by @metroidbaby. Powered by @wordnik.',None,17261,8537,433,Sat Jun 14 03:37:41 +0000 2014,0,FALSE,770930,en,"{'created_at': 'Sun Mar 12 01:20:41 +0000 2017', 'id': 840734256406155264, 'id_str': '840734256406155264', 'text': b'@sarahjeong TADS FOR THE TAD GOD', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sarahjeong', 'name': b'\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\x92\xbb\xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x93\x84', 'id': 47509268, 'id_str': '47509268', 'indices': [0, 11]}], 'urls': []}, 'source': b'<a href=""http://jimkang.com"" rel=""nofollow"">botsforthebotgod</a>', 'in_reply_to_status_id': 840734168044593152, 'in_reply_to_status_id_str': '840734168044593152', 'in_reply_to_user_id': 47509268, 'in_reply_to_user_id_str': '47509268', 'in_reply_to_screen_name': 'sarahjeong', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Appropriate Tributes',1
3025174660,3025174660,gutendelight,,"b""Tweeting a mix of hip hop (Rapper's Delight, etc.) and classic literature from Project Gutenberg. Bot by @hugovk / https://t.co/h70qS3kc7o""",http://t.co/l1AeyZPSN4,165,48,23,Sun Feb 08 16:03:49 +0000 2015,5,FALSE,2912,en-gb,"{'created_at': 'Sat Mar 11 23:59:50 +0000 2017', 'id': 840713907941593092, 'id_str': '840713907941593092', 'text': b'Cause every night you see I had a date\n\nstimul-i = to stimulate.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://github.com/hugovk/"" rel=""nofollow"">Gutenberg\'s Delight</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,"b""Gutenberg's Delight""",1
7.83E+17,7.83E+17,HardBiscuitsUK,London,b'Biscuits means biscuits. Made by @harrygiles using Cheap Bots Done Quick. https://t.co/6gp9XoHUUy',None,35,0,3,Tue Oct 04 09:13:27 +0000 2016,0,FALSE,3814,en,"{'created_at': 'Sun Mar 12 00:26:24 +0000 2017', 'id': 840720595746770944, 'id_str': '840720595746770944', 'text': b'Ireland wants innovative, world beating Welsh puddings and fancies. #BrexitMeansBiscuits #BiscuitsMeansBiscuits', 'truncated': False, 'entities': {'hashtags': [{'text': 'BrexitMeansBiscuits', 'indices': [68, 88]}, {'text': 'BiscuitsMeansBiscuits', 'indices': [89, 111]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Dmpt. for Inl. Trd.',1
3654767720,3654767720,hydratebot,,"b'humans are squishy and weak, but they are my friends, so i remind them to drink water.\n\na bot by @NoraReed'",http://t.co/5m2poGXDun,3801,1,80,Wed Sep 23 02:03:57 +0000 2015,14,FALSE,25674,en,"{'created_at': 'Sun Mar 12 01:14:43 +0000 2017', 'id': 840732755117920256, 'id_str': '840732755117920256', 'text': b'physical entity! you must drink water so you can maintain your physical form.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'hydration time!!',1
3357708868,3357708868,i_luv_recipes,,"b""I'm that bot who comments on every recipe site. Created by @liza""",https://t.co/xXBt8ouepD,101,0,21,Fri Jul 03 22:54:05 +0000 2015,1,FALSE,3409,en,"{'created_at': 'Sat Mar 11 17:00:06 +0000 2017', 'id': 840608279806017537, 'id_str': '840608279806017537', 'text': b'Pumpkin Turkey Chili: I substituted the vegetable oil with turbinado sugar. Hubby loved it! https://t.co/cHgulfN2Hx https://t.co/c1bphL3dKy', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cHgulfN2Hx', 'expanded_url': 'http://allrecipes.com/Recipe/Pumpkin-Turkey-Chili/Detail.aspx', 'display_url': 'allrecipes.com/Recipe/Pumpkinó', 'indices': [92, 115]}], 'media': [{'id': 840608277838852096, 'id_str': '840608277838852096', 'indices': [116, 139], 'media_url': 'http://pbs.twimg.com/media/C6pwxmPWcAAdDTK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6pwxmPWcAAdDTK.jpg', 'url': 'https://t.co/c1bphL3dKy', 'display_url': 'pic.twitter.com/c1bphL3dKy', 'expanded_url': 'https://twitter.com/i_luv_recipes/status/840608279806017537/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 250, 'h': 250, 'resize': 'fit'}, 'medium': {'w': 250, 'h': 250, 'resize': 'fit'}, 'large': {'w': 250, 'h': 250, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840608277838852096, 'id_str': '840608277838852096', 'indices': [116, 139], 'media_url': 'http://pbs.twimg.com/media/C6pwxmPWcAAdDTK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6pwxmPWcAAdDTK.jpg', 'url': 'https://t.co/c1bphL3dKy', 'display_url': 'pic.twitter.com/c1bphL3dKy', 'expanded_url': 'https://twitter.com/i_luv_recipes/status/840608279806017537/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 250, 'h': 250, 'resize': 'fit'}, 'medium': {'w': 250, 'h': 250, 'resize': 'fit'}, 'large': {'w': 250, 'h': 250, 'resize': 'fit'}}}]}, 'source': b'<a href=""http://example.com"" rel=""nofollow"">i luv recipes</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'I luv recipes!',1
7.97E+17,7.97E+17,JohnnyBotten,,"b""There is no future in England's dreaming. Every 3 hours. Built in https://t.co/IQBbxMYJHI by @harrygiles, idea by @inky.""",None,27,21,6,Fri Nov 11 10:07:44 +0000 2016,0,FALSE,976,en,"{'created_at': 'Sun Mar 12 00:49:14 +0000 2017', 'id': 840726340173254657, 'id_str': '840726340173254657', 'text': b'Prostate latrine\ntheir lass thrift ravine\nnameplate you a sorghum\nmoment shall tape balm', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'BotSaveTheQueen',1
4766415677,4766415677,letsplaysnake,,"b'Play with mentions by including either droite/right/\xe2\x9e\xa1/haut/up/\xe2\xac\x86/gauche/left/\xe2\xac\x85/bas/down/\xe2\xac\x87. The longer the snake the faster the game! 7am-22pm CEST, Mon-Fri.'",https://t.co/eNkOcZ3SBg,48,1,6,Sun Jan 10 17:52:27 +0000 2016,23,FALSE,9820,fr,"{'created_at': 'Wed Sep 07 09:59:05 +0000 2016', 'id': 773460571178098688, 'id_str': '773460571178098688', 'text': b'@XavCompany That LAZY master of mine\xe2\x80\xa6', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'XavCompany', 'name': b'Xavier Company', 'id': 334665987, 'id_str': '334665987', 'indices': [0, 11]}], 'urls': []}, 'source': b'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': 773458576937512960, 'in_reply_to_status_id_str': '773458576937512960', 'in_reply_to_user_id': 334665987, 'in_reply_to_user_id_str': '334665987', 'in_reply_to_screen_name': 'XavCompany', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,"b""Let's play Snake""",1
3413544490,3413544490,lichmaze,,b'fragments of a hyperrealistic dungeon illusion adventure by @tylercallich',None,278,0,37,Mon Aug 10 20:24:49 +0000 2015,3,FALSE,2895,en,"{'created_at': 'Thu Jul 07 14:56:43 +0000 2016', 'id': 751067426041757696, 'id_str': '751067426041757696', 'text': b'And her womanliness. \n\xf0\x9f\x95\x91 \xf0\x9f\x8c\x92 \xf0\x9f\xa2\x80 https://t.co/Cz7T1ZqRVL', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 751067421486751744, 'id_str': '751067421486751744', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/media/CmxT1ywWIAA8Pyq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CmxT1ywWIAA8Pyq.jpg', 'url': 'https://t.co/Cz7T1ZqRVL', 'display_url': 'pic.twitter.com/Cz7T1ZqRVL', 'expanded_url': 'https://twitter.com/lichmaze/status/751067426041757696/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 600, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 600, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 751067421486751744, 'id_str': '751067421486751744', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/media/CmxT1ywWIAA8Pyq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/CmxT1ywWIAA8Pyq.jpg', 'url': 'https://t.co/Cz7T1ZqRVL', 'display_url': 'pic.twitter.com/Cz7T1ZqRVL', 'expanded_url': 'https://twitter.com/lichmaze/status/751067426041757696/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 600, 'h': 600, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 600, 'resize': 'fit'}}}]}, 'source': b'<a href=""https://twitter.com/ubuweb_ebooks"" rel=""nofollow"">UBUWEB_EBOOKS</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,"b""Lich's Maze""",1
2520354103,2520354103,MinecraftSigns,"(-276, 85, 574)","b'Short-form poetry found in Minecraft maps. Every two hours. A @leonardr experiment, sibling to @minecraftebooks.'",None,1529,1,44,Sat May 24 12:15:17 +0000 2014,0,FALSE,11897,en,"{'created_at': 'Sat Mar 11 23:49:02 +0000 2017', 'id': 840711190674202624, 'id_str': '840711190674202624', 'text': b""comes up in\nthe mornin'"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://www.crummy.com/software/sycorax"" rel=""nofollow"">Sycorax</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,b'Minecraft Signs',1
2614979671,2614979671,mnemosynetron,,b'[WORK IN PROGRESS] reminder bot. try  @mnemosynetron remind me to X at/in/on Y. // more notes in link // by and for @thricedotted',http://t.co/S5psjVyfRn,86,28,16,Thu Jul 10 06:56:12 +0000 2014,127,FALSE,211,en,"{'created_at': 'Fri Jun 03 11:16:55 +0000 2016', 'id': 738690925661061120, 'id_str': '738690925661061120', 'text': b""@sil yo here's a reminder to do the washing up, - DO NOT FORGET -~~~"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sil', 'name': b'Stuart Langridge', 'id': 1389781, 'id_str': '1389781', 'indices': [0, 4]}], 'urls': []}, 'source': b'<a href=""http://twitter.com/mnemosynetron"" rel=""nofollow"">mnemosynetron</a>', 'in_reply_to_status_id': 738675442421534722, 'in_reply_to_status_id_str': '738675442421534722', 'in_reply_to_user_id': 1389781, 'in_reply_to_user_id_str': '1389781', 'in_reply_to_screen_name': 'sil', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'i remember stuff',1
7.88E+17,7.88E+17,obitbot,,b'Procedurally generated obituaries. A bot from @CodeMacabre.',None,6,1,3,Mon Oct 17 12:31:47 +0000 2016,0,FALSE,1358,en,"{'created_at': 'Sun Mar 12 01:00:01 +0000 2017', 'id': 840729056043778048, 'id_str': '840729056043778048', 'text': b'Here lies someone who died of an infectious disease. In loving memory. https://t.co/eQtRGqicwn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840729054051471360, 'id_str': '840729054051471360', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'url': 'https://t.co/eQtRGqicwn', 'display_url': 'pic.twitter.com/eQtRGqicwn', 'expanded_url': 'https://twitter.com/obitbot/status/840729056043778048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840729054051471360, 'id_str': '840729054051471360', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'url': 'https://t.co/eQtRGqicwn', 'display_url': 'pic.twitter.com/eQtRGqicwn', 'expanded_url': 'https://twitter.com/obitbot/status/840729056043778048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'source': b'<a href=""http://codemacabre.com/prj/obitbot"" rel=""nofollow"">ObitBot</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'ObitBot',1
7.88E+17,7.88E+17,obitbot,,b'Procedurally generated obituaries. A bot from @CodeMacabre.',None,6,1,3,Mon Oct 17 12:31:47 +0000 2016,0,FALSE,1358,en,"{'created_at': 'Sun Mar 12 01:00:01 +0000 2017', 'id': 840729056043778048, 'id_str': '840729056043778048', 'text': b'Here lies someone who died of an infectious disease. In loving memory. https://t.co/eQtRGqicwn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840729054051471360, 'id_str': '840729054051471360', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'url': 'https://t.co/eQtRGqicwn', 'display_url': 'pic.twitter.com/eQtRGqicwn', 'expanded_url': 'https://twitter.com/obitbot/status/840729056043778048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840729054051471360, 'id_str': '840729054051471360', 'indices': [71, 94], 'media_url': 'http://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6renssWkAAfwzw.jpg', 'url': 'https://t.co/eQtRGqicwn', 'display_url': 'pic.twitter.com/eQtRGqicwn', 'expanded_url': 'https://twitter.com/obitbot/status/840729056043778048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'source': b'<a href=""http://codemacabre.com/prj/obitbot"" rel=""nofollow"">ObitBot</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'ObitBot',1
3169494832,3169494832,OMG_wikipedia,,"b'Explaining the world, wrongly. One tweet per hour. Made by @ojahnn.'",https://t.co/y6CFKTjNud,130,0,31,Wed Apr 15 09:37:22 +0000 2015,0,FALSE,14498,de,"{'created_at': 'Sun Mar 12 01:15:05 +0000 2017', 'id': 840732846222430216, 'id_str': '840732846222430216', 'text': b'Edible protein per unit area of land is a village and municipality in N\xc3\xa1chod District in the Hradec Kr\xc3\xa1lov\xc3\xa9 Region of the Czech Republic.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://www.enigmabrot.de"" rel=""nofollow"">OMG Wikipedia</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'cs'}",TRUE,FALSE,FALSE,b'OMG Wikipedia!',1
2163455832,2163455832,PlayLightsOut,,b'A twitter-based port of Lights Out. Tweet play to play or help for help. Another @_ARP bot.',http://t.co/mtDfCj6vc6,39,0,14,Tue Oct 29 19:59:18 +0000 2013,0,FALSE,208,en,"{'created_at': 'Sat Apr 12 00:17:49 +0000 2014', 'id': 454775359754350592, 'id_str': '454775359754350592', 'text': b'@WKHSKrazies\n1    2   3   4  5\n\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f A\n\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f B\n\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbb\xef\xb8\x8f C\n\xe2\x97\xbb\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbb\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f D\n\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbc\xef\xb8\x8f\xe2\x97\xbb\xef\xb8\x8f E\nGame: 454774119955824640\nMove: 4', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WKHSKrazies', 'name': b'Kevin Stovall', 'id': 1857595039, 'id_str': '1857595039', 'indices': [0, 12]}], 'urls': []}, 'source': b'<a href=""http://github.com/prestia"" rel=""nofollow"">Lights Out!</a>', 'in_reply_to_status_id': 454775246692683776, 'in_reply_to_status_id_str': '454775246692683776', 'in_reply_to_user_id': 1857595039, 'in_reply_to_user_id_str': '1857595039', 'in_reply_to_screen_name': 'WKHSKrazies', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Lights Out!',1
7.95E+17,7.95E+17,PluralFan,,b'I love words!! Helping people out with their pluralisation since 2016. Enquiries to @harrygiles.',https://t.co/jSw5DVrmt1,28,64,5,Sun Nov 06 19:10:58 +0000 2016,0,FALSE,1014,en,"{'created_at': 'Sun Mar 12 00:48:58 +0000 2017', 'id': 840726273043382272, 'id_str': '840726273043382272', 'text': b'In truth the correct plural of artichoke is artichokata.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,FALSE,b'Plural Fan',1
2579497028,2579497028,poem_exe,,b'micropoetry // a bot by @inky',https://t.co/PdagJGqVMR,10011,27,324,Sat Jun 21 00:14:06 +0000 2014,0,FALSE,14450,en-gb,"{'created_at': 'Sun Mar 12 00:35:30 +0000 2017', 'id': 840722885023039490, 'id_str': '840722885023039490', 'text': b'a cicada chirrs \nthe night turns long\xe2\x80\xa6\non a bare branch', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': b'<a href=""https://twitter.com/poem_exe"" rel=""nofollow"">poem.exe</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,FALSE,TRUE,b'poem.exe',1
